Time (s),Torque (Nm),X Accel (m/s2),Y Accel (m/s2),Z Accel (m/s2),CNT 1/Angle (Degrees),CNT 1/Frequency (RPM)
8.05248000,-0.0346413254737854,-0.0387474484741688,-0.18677744269371,-0.0601049549877644,4982.34375,0
8.05249000,-0.0346413254737854,-0.00553534971550107,-0.00792389176785946,-0.0131138088181615,4982.34375,0
8.05250000,-0.033867672085762,0.0918868035078049,-0.0350915193557739,-0.00327845220454037,4982.34375,0
8.05251000,-0.033867672085762,0.0376403778791428,-0.0282996129244566,-0.00546408677473664,4982.34375,0
8.05252000,-0.033867672085762,0.0376403778791428,-0.0962186828255653,-0.0830541178584099,4982.34375,0
8.05253000,-0.033867672085762,0.0276767481118441,-0.0984826534986496,0.163922607898712,4982.34375,0
8.05254000,-0.033867672085762,-0.0243555381894112,0.201493248343468,-0.0480839647352695,4982.34375,0
8.05255000,-0.033867672085762,-0.0243555381894112,-0.0996146351099014,-0.194521486759186,4982.34375,0
8.05256000,-0.033867672085762,-0.0852443873882294,-0.107538528740406,-0.00327845220454037,4982.34375,0
8.05257000,-0.033867672085762,0.0154989790171385,-0.117726393043995,0.118024274706841,4982.34375,0
8.05258000,-0.033867672085762,-0.218092769384384,-0.0588631965219975,-0.00218563480302691,4982.34375,0
8.05259000,-0.033867672085762,-0.0730666145682335,0.0316955670714378,-0.144251897931099,4982.34375,0
8.05260000,-0.033867672085762,-0.0509252175688744,0.00452793808653951,-0.052455235272646,4982.34375,0
8.05261000,-0.033867672085762,-0.00553534971550107,0.052071288228035,-0.0786828473210335,4982.34375,0
8.05262000,-0.033867672085762,0.161632210016251,0.069051057100296,-0.128952443599701,4982.34375,0
8.05263000,-0.033867672085762,0.118456482887268,-0.00792389176785946,-0.028413251042366,4982.34375,0
8.05264000,-0.033867672085762,-0.129527181386948,-0.0441473945975304,0.042619876563549,4982.34375,0
8.05265000,-0.033867672085762,0.0464969351887703,-0.0611271634697914,0.0338773392140865,4982.34375,0
8.05266000,-0.033867672085762,-0.013284838758409,-0.0249036587774754,-0.0163922607898712,4982.34375,0
8.05267000,-0.033867672085762,-0.0343191660940647,-0.122254326939583,0.0928894802927971,4982.34375,0
8.05268000,-0.033867672085762,-0.211450353264809,-0.140366077423096,-0.052455235272646,4982.34375,0
8.05269000,-0.033867672085762,-0.0542464256286621,0.0249036587774754,-0.052455235272646,4982.34375,0
8.05270000,-0.033867672085762,-0.141704946756363,-0.0158477835357189,0.0404342412948608,4982.34375,0
8.05271000,-0.033867672085762,-0.0177131183445454,-0.110934481024742,-0.0885182097554207,4982.34375,0
8.05272000,-0.033867672085762,0.0121777690947056,-0.100746624171734,-0.0163922607898712,4982.34375,0
8.05273000,-0.033867672085762,0.0376403778791428,-0.0418834276497364,-0.0885182097554207,4982.34375,0
8.05274000,-0.033867672085762,0.0387474484741688,0.0396194569766521,-0.0229491647332907,4982.34375,0
8.05275000,-0.033867672085762,-0.0797090381383896,0.0362235046923161,0.0513624176383018,4982.34375,0
8.05276000,-0.033867672085762,-0.104064576327801,0.0701830387115479,0.0273204352706671,4982.34375,0
8.05277000,-0.033867672085762,-0.0675312653183937,-0.0350915193557739,-0.0240419823676348,4982.34375,0
8.05278000,-0.033867672085762,0.0464969351887703,-0.0769749507308006,-0.0644762217998505,4982.34375,0
8.05279000,-0.033867672085762,0.0243555381894112,-0.0950867012143135,0.0448055118322372,4982.34375,0
8.05280000,-0.033867672085762,0.0708524733781815,0.149421960115433,-0.0601049549877644,4982.34375,0
8.05281000,-0.033867672085762,-0.0896726623177528,-0.0430154129862785,-0.0448055118322372,4982.34375,0
8.05282000,-0.033867672085762,-0.00221413979306817,0.0215077064931393,-0.028413251042366,4982.34375,0
8.05283000,-0.033867672085762,0.0498181469738483,0.118858374655247,-0.0229491647332907,4982.34375,0
8.05284000,-0.033867672085762,0.00885655917227268,0.172061651945114,-0.0754043981432915,4982.34375,0
8.05285000,-0.033867672085762,0.0354262366890907,0.0747109800577164,-0.0163922607898712,4982.34375,0
8.05286000,-0.033867672085762,-0.0464969351887703,-0.0962186828255653,-0.0863325744867325,4982.34375,0
8.05287000,-0.033867672085762,0.0487110763788223,0.0294315982609987,-0.173757955431938,4982.34375,0
8.05288000,-0.033867672085762,-0.0099636297672987,-0.163005769252777,-0.00546408677473664,4982.34375,0
8.05289000,-0.033867672085762,0.0232484675943851,-0.0950867012143135,0.103817649185658,4982.34375,0
8.05290000,-0.033867672085762,-0.081923171877861,-0.182249501347542,-0.114745825529099,4982.34375,0
8.05291000,-0.033867672085762,-0.133955463767052,-0.0871628075838089,-0.0305988863110542,4982.34375,0
8.05292000,-0.033867672085762,0.147240296006203,-0.0815028846263885,-0.0611977726221085,4982.34375,0
8.05293000,-0.033867672085762,-0.127313047647476,-0.00905587617307901,-0.173757955431938,4982.34375,0
8.05294000,-0.033867672085762,0.177131190896034,-0.194701343774796,-0.113653004169464,4982.34375,0
8.05295000,-0.033867672085762,-0.00553534971550107,0.0384874753654003,-0.0972607433795929,4982.34375,0
8.05296000,-0.033867672085762,0.064210057258606,-0.160741806030273,-0.111467368900776,4982.34375,0
8.05297000,-0.033867672085762,0.0420686565339565,-0.103010587394238,-0.0808684825897217,4982.34375,0
8.05298000,-0.033867672085762,-0.032105028629303,0.129046231508255,-0.111467368900776,4982.34375,0
8.05299000,-0.033867672085762,0.066424198448658,0.0747109800577164,-0.0666618570685387,4982.34375,0
8.05300000,-0.033717654645443,-0.107385784387589,-0.138102114200592,-0.00218563480302691,4982.34375,0
